LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
23200,129355,171709,0,328.514121,30,40.04844
23200,96043,140090,21,162.640431,24,39.2051
23200,14511,81579,7,272.938299,23,47.12058
23200,40905,81651,6,274.00208,19,40.109443
23200,131804,171144,6,197.768728,37,19.778852
23200,144542,176611,5,179.239077,42,40.82316
23300,82472,110321,NaN,174.239981,25,37.912872
23300,103162,135013,9,188.93984,18,40.670817
23300,81144,106102,7,288.372739,28,33.271413
23300,65310,89959,2,89.794149,30,33.986099
23300,143821,177028,8,320.923436,16,44.752959
23300,36000,NaN,19,113.566667,20,NaN
23300,84083,107407,2,153.233333,23,NaN
23300,61496,102823,18,649.747104,24,20.87256
23300,71734,100072,6,122.799443,21,34.530439
23300,27793,50177,16,136.401603,24,28.052921
23300,103783,132612,1,120.347967,19,203.312149
23300,91957,135827,NaN,203.071687,20,27.833356
23300,88825,104609,8,NaN,NaN,28.013239
23300,89847,136259,NaN,210.01612,21,29.779942
23400,64332,95770,13,128.239223,13,35.157646
23400,81379,105005,NaN,186.890925,24,37.889769
23400,91165,99564,8,NaN,NaN,28.978621
23400,72262,94646,2,105.999266,29,31.840635
23400,89427,106590,6,NaN,NaN,29.371652
23400,48549,68957,6,172.810727,27,34.456762
23400,125750,165732,6,195.084539,38,20.733032
23400,97865,120172,2,200.575752,26,36.398729
23400,35634,61149,NaN,204.642786,13,41.115159
23400,89226,119604,3,221.681383,26,34.556201
23400,90924,116819,24,245.897862,27,40.857427
23400,45766,66192,26,284.781572,32,35.936795
23500,95289,122273,9,118.616134,23,30.447275
23500,NaN,90205,9,169.014973,16,38.698736
23500,90246,119320,22,239.259645,26,41.336696
23500,52457,77436,16,NaN,0,33.568766
23500,18989,51607,26,206.765495,24,27.551409
23500,44952,70191,6,164.96394,26,35.788158
23500,68049,93394,6,191.112442,18,32.132822
23500,133197,168990,8,214.284599,19,36.642629
23500,48286,81958,6,248.860094,25,32.467301
23500,54816,87000,3.5,223.2,17,NaN
23500,NaN,143168,10,NaN,NaN,35.733567
23500,NaN,131203,0,318.84713,21,31.084156
23500,146371,179434,6,195.178145,43,39.945054
23500,75708,102198,2,231.434316,23,42.179786
23500,NaN,59600,26,127.8,9,NaN
23500,90129,141785,23,158.996825,25,40.33195
23500,37858,60890,2,110.057274,17,19.26844
23500,65587,87101,3,83.238,30,32.031678
23500,62742,111921,15,282.976016,36,27.148205
23500,132737,285749,4,213.392995,14,31.236114
23500,94109,97194,1,116.818648,20,35.866116
23500,NaN,66217,24,122.147552,8,20.172021
23500,55731,89079,4,273.67438,25,33.509409
23500,190239,233603,3,285.331293,27,39.916483
23500,147696,118200,4,103.672786,34,30.361711
23500,86144,138953,13,110.054198,15,41.841691
23500,62441,97293,1,152.832754,21,34.53126
23500,NaN,116983,NaN,143.414645,10,35.06032
23600,70769,183593,11,367.098487,17,33.789192
23600,30758,57280,13,104.395691,24,31.120399
23600,87875,139025,10,112.912515,15,38.505897
23600,136607,172414,6,226.040295,20,36.97693
23600,NaN,68208,26,119.585901,8,20.818256
23600,50424,70281,24,312.738471,31,35.771676
23600,69846,189234,11,357.805062,17,30.56428
23600,36438,80176,10,289.701539,19,39.929955
23600,57327,105411,14,276.182363,35,29.283033
23600,94908,101678,1,125.701704,19,33.224319
23600,141000,175000,2,192.766667,35,NaN
23600,82639,114266,NaN,186.156347,25,37.943868
23600,96452,125277,11,127.359922,23,30.985539
23600,126254,169638,6,176.749163,38,17.62092
23600,82407,106431,NaN,169.805271,24,39.488844
23600,140284,182591,21,224.941347,24,41.871756
23600,56023,83659,5,267.755535,25,32.200781
23700,76196,100929,17,180.731154,13,41.526026
23700,NaN,78878,4,408.187646,23,24.200936
23700,57553,101656,19,648.328493,23,22.846479
23700,43712,75191,6,50.717535,18,37.103251
23700,NaN,78812,4,412.020547,24,25.637263
23700,138632,186585,20,225.897726,24,42.76683
23700,144373,180927,5,175.815375,43,40.31579
23700,NaN,46665,NaN,85.128354,12,24.991359
23700,46910,75136,10,119.231204,19,43.829588
23700,93734,98099,8,NaN,NaN,30.020088
23700,62949,99295,15,145.35528,14,36.03276
23700,76000,106000,2.6,138.966667,38,NaN
23700,82983,106877,NaN,177.017674,24,40.995208
23700,87141,140428,22,169.283631,25,40.980616
23700,104752,143913,NaN,NaN,NaN,36.761014
23700,18825,55549,26,203.86093,25,26.629077
23700,58068,97948,1,160.058236,21,34.355461
23800,74390,186176,10,363.140192,16,30.270995
23800,NaN,71798,6,119.711955,5,19.624528
23800,76390,110315,7,275.955356,29,29.713601
23800,45279,68939,6,77.228822,19,35.521487
23800,19612,77300,15,173.466667,19,NaN
23800,188250,233800,2,307.572753,27,36.690724
23800,55753,87971,1,56.667099,13,64.775728
23800,9124,41900,28,120.733333,16,NaN
23800,46884,68142,8,59.405775,18,35.696636
23800,NaN,55669,NaN,308.425126,18,37.654075
23800,101536,147601,10,161.255742,23,32.719421
23800,44372,67279,6,75.813971,19,36.529569
23900,7500,26500,17,126.833333,19,NaN
23900,236803,267036,7,252.073545,50,38.074091
23900,NaN,63096,NaN,313.809726,19,37.513324
23900,21549,49842,25,300.296312,12,30.203989
23900,90475,136094,NaN,207.784271,21,30.549216
23900,70694,95718,11,138.16736,13,38.561206
23900,16082,31196,17,123.368646,19,26.716257
23900,95060,134567,NaN,194.251006,20,27.157061
23900,31992,57986,NaN,226.243243,12,38.671843
23900,NaN,105700,0.8,NaN,NaN,NaN
23900,80406,108122,17,211.923275,13,41.49484
23900,27800,43403,27,307.624239,12,31.913705
23900,85097,100730,9,NaN,NaN,29.508517
23900,90244,120751,3,194.987253,26,35.40606
23900,55284,92305,7,241.083649,19,37.479757
23900,NaN,62276,26,127.024625,8,20.407826
23900,140328,183533,8,322.788114,17,45.413178
23900,87884,116559,23,314.394493,42,37.988132
23900,NaN,151738,NaN,NaN,NaN,16.426395
24000,43427,68308,25,302.772262,31,34.871855
24000,96072,122441,10,127.741782,24,33.608037
24000,31243,50602,3,135.198519,11,25.357165
24000,144975,180539,6,193.119681,43,39.593595
24000,43948,86111,24,258.303594,7,26.617749
24000,88783,116967,2,171.506257,23,56.961839
24000,19500,38000,NaN,198.9,17,NaN
24000,16997,45000,25,118.666667,11,NaN
24000,137000,204963,5,189.7,28,NaN
24000,114196,150000,4,289.133333,25,NaN
24000,59300,88000,16,97.933333,17,NaN
24000,35000,NaN,3,177.5,16,NaN
24000,136000,NaN,3,303.294286,27,NaN
24000,18655,48800,3,65.966667,12,NaN
24000,239568,266430,7,243.732417,50,35.871959
24000,111488,163796,15,185.802051,25,32.229674
24000,17575,50375,23,135.764051,11,22.981005
24100,164155,225184,2,NaN,NaN,31.564227
24100,57041,92081,7,230.05973,19,35.896709
24100,77435,113000,10,124.766667,19,NaN
24100,30951,58000,11,36.5,12,NaN
24100,184697,238729,2,317.692557,26,37.782036
24100,61811,97086,6,222.626591,19,34.682537
24100,80005,102098,18,196.253104,12,39.758933
24100,104442,161366,14,195.642333,25,34.54081
24100,95549,112283,22,243.349733,28,39.082697
24100,57555,90732,8,236.961993,19,37.934878
24100,NaN,49433,NaN,83.099726,13,26.14897
24200,10286,NaN,24.5,216.133333,32,NaN
24200,45902,70212,25,303.76247,32,35.223862
24200,91491,141827,21,163.174377,25,42.060982
24200,92572,121310,9,117.045501,24,30.48278
24200,242111,266670,6,243.003129,51,36.575388
24200,49798,67458,6,68.93111,18,36.464366
24200,121000,162900,13,151.933333,35,NaN
24200,37500,NaN,4,123.8,14,NaN
24200,39808,NaN,3,184.725113,16,51.630381
24200,68477,91598,16,88.665201,17,32.523092
24200,22763,47622,23,126.922691,10,23.040945
24200,63229,89394,15,84.668792,16,35.604887
24200,150939,183208,1,205.776802,34,39.656334
24200,90626,116601,2,226.116387,27,34.499938
24200,104005,158224,14,175.622083,25,33.992424
24300,142000,175000,6,323.666667,35,NaN
24300,70912,98353,9,126.243597,26,36.372531
24300,50826,68199,7,71.181989,19,36.496201
24300,93520,137241,NaN,199.763563,20,27.47156
24300,41323,73309,27,298.185904,32,36.155278
24300,110442,138581,9,175.15369,17,40.348885
24300,236390,262210,6,243.0779,50,36.906665
24300,NaN,144123,NaN,NaN,NaN,15.52923
24300,55579,98320,1,187.021811,26,33.473374
24300,21660,48475,26,102.782836,10,23.247958
24300,123686,153184,4,298.282913,25,36.336564
24300,NaN,60628,23,145.292736,9,22.984819
24300,42276,68775,24,309.683586,31,32.746507
24400,110177,145000,5,293.236525,36,NaN
24400,119000,144400,33,229.3,36,NaN
24400,88000,119100,12,84.233333,19,NaN
24400,237543,261393,3,254.517448,50,37.906586
24400,69873,101484,15,225.752554,29,NaN
24400,50317,71327,6,45.485802,18,37.014141
24400,87838,104468,6,NaN,NaN,30.280355
24400,119111,154860,3,296.93039,25,38.493133
24400,147073,182069,2,173.714947,35,37.812368
24400,26366,54775,13,101.636235,24,29.095881
24400,NaN,59888,NaN,288.229681,19,38.581333
24400,NaN,28900,24,81.166667,15,NaN
24400,109253,158257,17,193.965287,25,34.594493
24400,93411,140031,6,177.511249,32,31.027336
24400,65233,96473,15,80.098691,17,35.442947
24400,91316,147837,23,170.056748,24,42.668455
24400,80065,118423,8,126.542746,18,26.273908
24400,61260,103842,1,179.540285,26,33.590455
24400,217533,289931,6,471.887527,55,31.337808
24400,112178,159638,17,197.969559,26,33.130176
24400,95843,123377,2,201.976756,26,32.903468
24500,33537,57048,14,99.376133,24,28.495005
24500,NaN,149489,NaN,NaN,NaN,15.443486
24500,21470,52228,25,124.559949,11,23.888122
24500,80072,107559,18,194.87746,12,39.21017
24500,118251,158758,2,282.649922,24,38.844802
24500,69615,94656,7,136.555622,26,35.565297
24500,134188,171658,5,219.167578,20,34.986141
24500,67336,96060,8,142.34425,25,35.979856
24500,62490,97467,14,96.972679,17,34.975655
24500,95736,134000,1.5,122.5,20,NaN
24500,52000,84915,0.4,93.166667,23,NaN
24500,216787,281351,5,473.813986,55,31.201175
24500,NaN,51623,NaN,91.862388,12,28.879571
24500,82756,122917,11,108.650141,18,26.127437
24500,123319,159934,2,300.625189,25,37.786175
24500,NaN,35543,21,83.111988,15,29.855633
24600,113034,165176,15,194.842164,26,32.770148
24600,83099,113245,9,122.749216,19,28.125731
24600,71862,94704,1,93.261713,29,35.290583
24600,41300,61700,19,181.633333,22,NaN
24600,135278,164559,5,225.366849,20,34.079158
24600,NaN,146804,NaN,NaN,NaN,17.263535
24600,75636,112956,1,318.546165,42,NaN
24600,221331,289991,5,474.027074,55,31.463385
24700,55435,89663,7,252.622069,26,34.741848
24700,149235,178454,5,324.137784,34,38.709991
24700,111107,163926,15,170.629431,26,32.934292
24700,23231,54024,24,118.154092,11,23.265225
24700,109377,133116,10,184.355783,17,40.20263
24700,79347,108238,0,45.625888,49,46.996034
24700,53925,83056,4,251.188393,25,34.889242
24700,44306,74197,5,73.715251,18,35.44157
24700,98900,115052,23,239.426074,26,41.700531
24700,77022,112172,9,306.871078,28,30.120042
24800,NaN,59934,NaN,305.682347,18,38.029738
24800,NaN,63753,NaN,300.757286,19,40.134477
24800,144410,211936,3,195.070359,28,38.926157
24800,109084,140355,11,183.795258,18,40.604796
24800,NaN,45167,NaN,84.735618,12,28.457019
24800,98139,121696,3,208.523267,27,32.644265
24800,132000,165000,19,187.666667,35,NaN
24800,37200,67000,10,242.466667,23,NaN
24800,82670,106563,8,302.984432,28,30.956486
24800,43287,72898,8,87.011036,18,34.031096
24800,76220,102087,6,126.64102,32,48.569574
24800,64537,93212,7,120.35142,25,34.686089
24900,46116,77519,9,120.083552,19,42.929509
24900,60778,94374,5,232.118808,20,34.92549
24900,17139,33269,16,124.196827,18,26.275832
24900,134427,169444,7,202.447326,19,35.349212
24900,89530,146815,19,164.77031,25,39.345859
24900,92168,143484,6,159.583442,31,34.145871
24900,62191,83694,3,55.937512,14,62.110722
24900,51155,83000,9,139.033333,30,NaN
24900,139241,171296,6,220.687158,19,35.591656
24900,77000,115006,10,293.233333,36,NaN
24900,NaN,48291,NaN,94.078378,12,25.617846
25000,74800,105000,10,163.3,46,NaN
25000,NaN,60685,NaN,311.935889,19,39.421714
25000,60504,93907,1,99.993715,23,33.490354
25000,95651,148280,21,154.565433,24,42.695331
25000,47032,75957,9,259.466528,22,40.787976
25000,NaN,62619,26,112.967483,8,21.263805
25000,109000,175000,17,298.333333,31,NaN
25000,94000,125000,11,151.133333,29,NaN
25000,99348,200000,23,199.833333,19,NaN
25000,149000,202500,11,256.666667,34,NaN
25000,177000,226000,0.4,305.133125,33,NaN
25000,136375,236250,29,354.1,19,NaN
25000,23900,55700,2.5,116.633333,7,NaN
25000,19600,71000,NaN,93.333333,26,NaN
25000,145000,185000,2,176.5,17,NaN
25000,57459,96000,16,133.766667,30,NaN
25000,188545,241279,9,102.5,26,NaN
25000,84000,120000,1.5,188.768213,25,NaN
25000,94000,141750,22,209,13,NaN
25000,77590,108290,10,396.733333,45,NaN
25000,126462,207200,10,239.8,27,NaN
25000,89000,122000,0,193.8,38,NaN
25000,199000,236200,8,133.366667,42,NaN
25000,140000,183600,12.6,148.133333,37,NaN
25000,22800,49523,36,281.066667,24,NaN
25000,NaN,113000,9,168.4,27,NaN
25000,65000,99000,12,283.066667,33,NaN
25000,42632,71000,24,284.933333,30,NaN
25000,70150,NaN,4,104.533333,7,NaN
25000,71700,122500,0,303.4,24,NaN
25000,69300,111800,5,95.366667,32,NaN
25000,127491,178453,1,120.4,39,NaN
25000,65700,93400,10,149.166667,21,NaN
25000,98500,130000,5,201.833333,43,NaN
25000,46451,89600,10,95.366667,15,NaN
25000,71081,112500,3,87.2,27,NaN
25000,NaN,NaN,22,203.2,23,NaN
25000,26743,57000,2,90.6,19,NaN
25000,110048,NaN,1,126.4,24,NaN
25000,110676,NaN,8,119.366667,6,NaN
25000,184000,232760,4,230.1,44,NaN
25000,160000,220000,7,228.066667,35,NaN
25000,82000,128325,NaN,10.133333,41,NaN
25000,95000,127000,15,296.2,27,NaN
25000,105750,141000,15,305.366667,14,NaN
25000,NaN,72970,1.8,198.8,18,NaN
25000,117500,165000,17.5,239.4,27,NaN
25000,123184,200000,12,160.3,32,NaN
25000,90000,128000,10,73.033333,40,NaN
25000,NaN,48700,11,41.566667,6,NaN
25000,101250,135000,3,301.3,46,NaN
25000,175225,211000,13,148.133333,53,NaN
25000,86000,NaN,14,144.033333,40,NaN
25000,59000,34000,10,125.833333,23,NaN
25000,106282,167500,14,198.866667,28,NaN
25000,68000,NaN,8,134.766667,33,NaN
25000,191600,231000,NaN,106.8,27,NaN
25000,59841,108620,20,101.466667,4,NaN
25000,132000,165000,10,196.833333,29,NaN
25000,122000,151200,1,262.333333,30,NaN
25000,104000,188500,0.7,194.8,14,NaN
25000,86000,120000,6,105.533333,16,NaN
25000,11300,154340,19,119.666667,21,NaN
25000,39000,72500,3,114.666667,22,NaN
25000,112000,157000,5.5,63.9,9,NaN
25000,103700,172762,4,NaN,0,NaN
25000,75110,114208,3,83.052647,27,45.743949
25000,NaN,45764,NaN,107.144761,12,27.779905
25000,135501,184613,0,119.530525,39,30.658816
25000,NaN,35000,10,88.933333,14,NaN
25000,83624,116976,9,129.549593,19,29.427734
25000,72077,104294,1,232.051123,24,40.64548
25000,36108,84365,23,248.851501,7,26.02704
25100,85337,104607,6,NaN,NaN,27.950475
25100,28778,50872,28,304.195153,12,31.599464
25100,147622,187441,3,170.480721,16,41.521432
25100,77088,111568,7,288.008025,29,32.550838
25100,21490,71571,NaN,101.925133,25,30.444119
25100,28244,48375,28,303.095084,13,31.688818
25100,46614,69750,17,193.252579,22,33.715352
25100,NaN,59783,NaN,307.749736,19,39.277022
25100,65633,100776,15,141.93813,29,40.62021
25100,41314,71357,19,183.631428,22,33.665534
25100,58042,98964,16,125.795864,29,38.372223
25100,26889,47061,28,318.901333,13,31.324566
25100,118559,150172,4,279.198021,37,42.987979
25100,26211,42517,28,313.336228,12,31.29507
25100,96627,128022,1,197.633471,37,35.980542
25100,66938,92544,8,135.66507,26,34.565876
25100,23269,75668,NaN,73.317885,25,28.16593
25100,143881,243809,27,353.990837,18,39.876707
25100,73398,115065,5,88.606337,31,42.050244
25100,44639,75412,22,284.91367,29,39.518017
25100,24205,54464,25,116.44077,11,22.459369
25100,137489,168216,7,211.208981,20,34.767949
25100,108235,201918,24,199.486464,19,23.65234
25200,94712,127247,8,166.82201,30,39.025926
25200,55283,103324,0,181.451368,26,32.92386
25200,63258,100392,0,194.701316,25,35.274461
25200,22773,72541,NaN,92.583557,26,30.420915
25200,51789,75569,25,281.928685,30,40.874619
25200,26255,50963,24,302.431224,12,31.258329
25200,137054,207511,4,188.574659,27,39.963888
25200,NaN,68083,26,128.423087,8,21.055001
25200,75037,102227,9,148.729778,21,37.239697
25200,73168,93608,9,151.121479,21,35.590327
25200,55823,90658,0,85.314143,22,35.571295
25200,69510,90781,6,143.831354,25,35.326913
25200,74038,114722,9,304.004156,28,31.360727
25300,60084,88898,7,227.086924,19,36.444431
25300,137813,214014,5,187.19251,27,38.656847
25300,139427,245988,28,366.110151,18,36.278444
25300,115226,153900,6,303.014084,36,41.715111
25300,118744,153552,5,307.876199,35,43.469263
25300,NaN,33975,23,79.16326,14,27.179226
25300,22361,50688,24,125.407464,11,25.181499
25300,122933,157009,3,280.573845,24,38.740801
25300,51261,87025,4,249.836185,25,31.658786
25300,56393,86612,6,258.147369,25,33.193876
25300,46780,62536,18,189.136688,22,30.746724
25300,62540,101165,0,195.451331,25,35.200865
25400,136322,NaN,2,303.737935,27,16.644675
25400,76194,98188,0,245.267853,23,42.138106
25400,107343,192642,1,192.671693,14,35.75976
25400,61907,87133,0,81.492119,22,34.364698
25400,149364,210724,10,266.506724,34,41.617983
25400,82553,107422,9,305.759705,29,32.721678
25400,44800,78000,21,211.033333,27,NaN
25400,158111,209649,10,254.336189,34,43.13677
25400,83943,129189,NaN,5.243341,41,42.933557
25400,62906,96327,17,110.620127,16,33.760748
25400,138132,243327,27,349.940929,19,37.820055
25400,69035,108365,13,281.221911,33,39.543341
25400,61771,105880,17,130.150423,29,37.195249
25400,NaN,45369,NaN,87.263847,12,27.529498
25500,135728,178942,0,133.956494,38,32.42563
25500,NaN,31777,23,82.293507,15,28.078994
25500,143881,178914,7,323.022572,35,37.575822
25500,63967,87239,6,NaN,0,33.051074
25500,79689,117577,9,114.968499,19,26.484886
25500,44562,79481,10,126.277808,19,40.250738
25500,25828,44166,NaN,187.862518,17,39.42789
25500,50847,79738,20,204.677901,26,35.860088
25500,79593,113063,9,135.740613,19,28.040793
25500,113204,184561,17,308.958198,31,34.357866
25500,26603,64347,1,117.432365,6,39.257912
25500,84267,117833,12,123.756856,18,27.471158
25500,235839,267506,5,240.217014,51,39.048428
25500,NaN,121708,8,151.969341,27,33.159941
25500,NaN,44707,NaN,95.595496,12,27.503571
25500,32458,52329,15,105.783681,24,29.866278
25500,NaN,43031,NaN,89.169267,13,28.865282
25500,73083,126995,1,289.200899,24,37.316208
25600,NaN,51974,NaN,100.676866,13,28.116067
25600,47936,80600,23,290.478277,30,37.734941
25600,241570,264772,4,260.741989,50,37.379975
25600,196689,247025,8,105.425354,25,42.670275
25600,58606,89508,8,140.712758,30,41.669964
25600,78441,128814,2,310.5001,24,38.73865
25600,240092,263958,5,245.679471,51,38.973539
25600,111000,153000,7,112.633333,27,NaN
25600,46000,80000,NaN,135.9,19,NaN
25600,76383,103544,0,222.242198,24,42.939969
25600,105480,126389,25,307.402904,35,36.763824
25600,NaN,147598,NaN,NaN,NaN,14.461987
25600,50910,87358,19,104.406472,27,42.677451
25600,144616,211230,7,199.091308,27,39.002928
25600,65030,92453,5,NaN,0,35.028856
25600,77123,103014,1,231.794201,24,43.671281
25600,140649,212089,4,187.871421,29,40.033219
25600,76102,119391,5,87.625382,32,40.929954
25600,139746,210298,6,185.112576,28,38.36889
25700,94295,143788,23,220.729519,13,42.358128
25700,31333,56733,13,97.086151,25,30.619787
25700,32039,54499,15,114.807412,24,31.142957
25700,189995,250814,9,100.800943,25,41.005833
25700,26059,51800,24,118.031131,10,23.085479
25700,50800,85000,23,184.266667,20,NaN
25700,197425,242602,8,102.960346,26,41.277127
25700,43881,69954,10,126.473066,20,40.769062
25700,83733,116386,8,397.870689,44,41.869893
25700,32613,63065,0,218.485275,22,41.210107
25700,23047,76575,NaN,104.566203,26,29.296633
25700,85417,98179,7,NaN,NaN,30.829477
25700,103598,144594,19,217.944828,13,41.135649
25700,63054,104624,15,132.107117,29,40.205293
25800,140785,208421,3,176.271489,28,39.745003
25800,NaN,63456,25,148.816285,8,22.065764
25800,NaN,68913,26,123.644488,9,22.925136
25800,70804,106892,12,291.072027,33,40.772283
25800,82058,116330,11,128.44717,18,27.989457
25800,112388,180313,16,295.546006,31,33.241096
25800,137140,167096,7,209.085283,19,36.189474
25800,NaN,51824,NaN,89.599815,12,28.546478
25900,201877,239546,6,134.853243,42,40.398114
25900,42105,73249,2,109.211156,22,31.809086
25900,118965,154728,8,101.197607,26,32.598402
25900,NaN,33888,24,73.858497,14,28.243063
25900,NaN,NaN,20,190.996565,22,31.162389
25900,108319,135884,8,188.375802,18,40.504855
25900,58000,95000,3,34.666667,28,NaN
25900,145700,211151,6,182.171372,27,38.480485
25900,80663,122372,10,133.669494,18,26.573931
25900,152071,185893,0,185.543512,16,40.642279
25900,59575,85837,22,189.75535,19,24.874615
25900,56784,91401,2,90.163697,23,34.098932
25900,58693,86469,1,94.129563,23,32.127563
25900,21852,57518,2,80.168479,11,31.983686
25900,61064,94714,2,98.809375,23,34.565944
26000,43314,71303,8,246.318675,23,43.215234
26000,150773,179077,1,186.914467,35,38.70778
26000,238005,260479,5,242.290159,51,35.457659
26000,100548,207647,22,218.595991,18,26.559495
26000,107291,137426,9,191.57344,18,40.767401
26000,45963,74279,20,295.666945,29,37.917273
26000,222681,286283,6,485.945358,55,33.239355
26000,139904,172310,6,204.114415,19,34.83483
26000,75034,100852,10,152.353981,20,36.356309
26000,79714,NaN,1,125.766667,23,NaN
26000,154000,190000,0,171.433333,58,NaN
26000,58794,91413,5,230.680231,19,37.996923
26000,119553,158687,5,290.758505,24,36.977519
26000,81764,118388,9,130.192418,18,28.154135
26000,20119,54563,24,126.987959,11,25.623639
26000,47067,63292,17,174.621015,21,33.673146
26100,NaN,36277,9,79.33146,13,20.517146
26100,75164,108483,7,300.835958,28,30.071402
26100,113266,182082,18,304.852469,31,33.193949
26100,150464,203202,10,248.481945,33,43.112191
26100,NaN,35271,9,96.528316,14,23.31865
26100,80176,113247,9,294.752033,29,33.192125
26100,NaN,151429,NaN,NaN,NaN,15.567001
26100,NaN,120470,7,161.287672,27,34.130004
26100,103949,208432,23,202.592647,18,23.290234
26100,50605,77841,21,286.448204,31,41.173805
26100,73525,NaN,3,106.652298,6,22.508173
26100,20566,50534,24,140.55321,10,24.098267
26200,105096,136580,9,181.358592,17,39.187362
26200,75096,120859,4,107.177118,31,38.552979
26200,77952,113285,5,90.016092,31,39.39066
26200,141109,245422,28,343.787122,18,38.113556
26200,72648,123582,0,331.352886,23,37.545837
26200,49323,77160,23,286.181655,29,39.676305
26200,149599,181869,1,204.02899,35,39.80088
26200,100931,132627,11,169.032094,28,41.089569
26200,51599,87148,NaN,129.93392,19,NaN
26200,189252,241754,9,97.314888,25,40.312698
26300,87291,122531,10,128.483258,18,27.83751
26300,NaN,37310,26,92.855129,15,27.217029
26300,94337,123054,0,204.917339,38,35.725852
26300,147600,184207,5,310.348146,35,38.235086
26300,118304,177819,17,299.217252,30,34.368269
26300,25685,51023,35,261.470872,23,40.085048
26300,52394,93307,24,184.656096,19,23.548698
26300,58369,88124,7,234.221547,20,37.158295
26300,52296,91041,24,193.853713,19,24.893781
26300,NaN,51055,NaN,70.253395,14,28.207436
26300,114956,147793,3,296.560155,35,43.807293
26300,NaN,45913,NaN,92.577224,13,27.924001
26300,NaN,43472,NaN,90.080327,12,28.6885
26300,25530,79885,NaN,105.638789,26,29.928637
26300,78851,109090,8,405.430429,44,42.341626
26300,189302,249773,7,106.609307,26,42.769387
26300,94916,127526,0,195.847624,37,36.018496
26400,43781,66030,17,184.384954,21,31.489906
26400,79163,123792,0,310.614555,24,38.109979
26400,73679,98614,10,151.628704,20,38.159623
26400,130672,212536,10,221.506832,26,20.269919
26400,128413,207302,9,228.015132,26,17.872195
26400,122105,165000,1,234.4,24,NaN
26400,153853,188760,2,172.570833,17,43.358194
26400,240907,260638,7,255.415514,51,37.652919
26400,134642,182719,0,122.456863,39,32.6988
26400,44333,68945,18,173.495392,21,32.349412
26400,220432,283978,6,480.356014,56,33.714239
26400,196412,250164,9,97.278349,26,42.334246
26400,59288,87753,8,145.882492,29,38.972487
26500,29751,57501,1,114.359189,7,37.075472
26500,23742,77878,NaN,99.377168,26,28.876724
26500,145393,187324,3,194.227745,16,40.854865
26500,NaN,63918,25,135.440947,8,20.161388
26500,63345,100332,16,139.510546,30,38.427445
26500,240782,267675,6,229.307026,50,37.740919
26500,NaN,38964,11,102.752902,14,20.353582
26500,112059,179599,15,313.205301,30,36.359104
26500,77198,131090,0,312.908804,24,37.830164
26500,NaN,64211,26,127.412011,10,22.289491
26500,84769,127773,2,190.860477,25,42.031639
26500,61223,92255,2,214.032539,17,1.85554
26500,34678,68000,14,88.3,16,NaN
26500,14000,45000,0,195.233333,7,NaN
26500,82859,NaN,0.4,177.5,22,NaN
26500,76599,119041,4,97.265658,31,40.12651
26500,134952,165451,8,225.323672,19,35.734856
26500,NaN,61089,27,144.192034,9,22.813868
26500,47820,76159,24,282.445008,30,41.288882
26500,NaN,122693,9,153.942428,27,32.200811
26600,62895,103000,1,187.466667,34,NaN
26600,148986,175750,1,197.391713,35,40.51499
26600,61151,97072,16,133.44811,29,39.229712
26600,94954,131913,0,187.140824,37,35.270113
26600,78491,121598,4,84.58301,33,41.342343
26600,140561,208775,5,197.524102,27,36.878389
26600,84843,115850,2,137.538878,37,42.57189
26600,49610,78355,23,278.603564,30,39.529904
26600,128238,165316,1,236.065972,23,36.939319
26600,122501,153280,2,289.581723,25,38.129712
26700,146193,185200,11,156.229456,36,39.210272
26700,40785,75601,14,98.240521,15,34.154228
26700,144243,176096,1,194.679796,34,40.479244
26700,73468,108774,11,290.080591,32,39.042204
26700,NaN,120179,8,162.12582,27,35.09552
26700,81968,114647,10,126.70732,19,27.056727
26700,23361,55483,36,280.807606,23,39.891654
26700,186185,233480,0,290.578837,32,41.741201
26700,129559,170042,1,232.646173,24,34.117533
26700,18590,53462,25,111.995571,11,22.959807
26800,149729,183027,7,331.256557,34,37.000883
26800,133594,173255,8,215.968328,19,36.946997
26800,145772,193135,12,147.938795,36,40.904321
26800,96895,144482,23,201.967875,13,40.162161
26800,148471,183284,4,323.262383,35,37.272271
26800,139309,166621,5,217.211483,20,35.185857
26800,89146,128923,7,114.461955,16,2.830297
26800,124199,166404,1,243.9421,23,34.509657
26800,46236,62711,17,175.075058,22,33.059934
26800,35485,74949,14,84.766625,15,36.191459
26800,145745,211400,6,184.711635,27,39.848391
26800,213165,282068,5,476.728281,55,31.181661
26800,138216,170052,10,199.738711,29,76.421478
26800,18459,53907,0,200.417027,6,71.512111
26900,74982,126972,0,315.818911,23,38.32599
26900,NaN,35397,7,85.250841,13,20.837255
26900,69446,104590,11,287.275992,32,41.49906
26900,57414,92916,0,70.281906,22,34.396302
26900,115638,145440,4,294.700192,36,43.908645
26900,69000,106500,0.6,115.7,19,NaN
26900,67144,92923,16,89.112173,17,32.791478
26900,47882,78854,11,132.347392,19,41.130707
26900,98324,129210,0,185.205811,38,34.650649
26900,54071,85557,0,91.209976,22,34.597192
26900,113724,151969,4,294.892763,36,42.397249
26900,72848,101736,10,131.409634,21,36.369027
26900,45763,73797,23,291.591681,29,39.370858
